date,intercn,co2mass,gasprice,coalprice
6/29/2009,WECC,973920.674,3.470057,2.0660245
6/30/2009,EAST,5322769.917,3.618479,2.7953844
6/30/2009,ERCOT,660457.683,3.45541,2.4156654
6/30/2009,WECC,989363.436,3.3158751,2.0660245
7/1/2009,EAST,5345803.908,3.5425529,2.7501938
7/1/2009,ERCOT,679985.073,3.3083551,2.4316192
7/1/2009,WECC,999170.993,3.256865,2.2836914
7/2/2009,EAST,5235332.717,3.36464,2.7501938
7/2/2009,ERCOT,702580.632,3.2226529,2.4316192
7/2/2009,WECC,984525.841,3.0517781,2.2836914
7/3/2009,EAST,4849376.931,3.36464,2.7501938
7/3/2009,ERCOT,678099.795,3.2226529,2.4316192
7/3/2009,WECC,953978.571,3.0517781,2.2836914
7/4/2009,EAST,4527754.992,3.36464,2.7501938
7/4/2009,ERCOT,667797.274,3.2226529,2.4316192
7/4/2009,WECC,879461.976,3.0517781,2.2836914
7/5/2009,EAST,4580215.88,3.36464,2.7501938
7/5/2009,ERCOT,645282.122,3.2226529,2.4316192
7/5/2009,WECC,887056.9,3.0517781,2.2836914
7/6/2009,EAST,5292985.653,3.2186971,2.7501938
7/6/2009,ERCOT,667513.515,3.084152,2.4316192
7/6/2009,WECC,928497.816,2.9610729,2.2836914
7/7/2009,EAST,5446386.016,3.3386049,2.7501938
7/7/2009,ERCOT,656821.113,3.1629131,2.4316192
7/7/2009,WECC,926772.103,3.0843821,2.2836914
7/8/2009,EAST,5359898.543,3.2541699,2.7501938
7/8/2009,ERCOT,684605.466,3.0981381,2.4316192
7/8/2009,WECC,932988.33,3.0262311,2.2836914
7/9/2009,EAST,5373383.782,3.3469181,2.7501938
7/9/2009,ERCOT,696800.801,3.2186069,2.4316192
7/9/2009,WECC,935074.632,3.0528309,2.2836914
7/10/2009,EAST,5466664.626,3.1891489,2.7501938
7/10/2009,ERCOT,700339.704,3.067523,2.4316192
7/10/2009,WECC,962012.322,2.9038391,2.2836914
7/11/2009,EAST,5204488.326,3.1891489,2.7501938
7/11/2009,ERCOT,668132.196,3.067523,2.4316192
7/11/2009,WECC,928110.812,2.9038391,2.2836914
7/12/2009,EAST,5134438.435,3.1891489,2.7501938
7/12/2009,ERCOT,666348.6,3.067523,2.4316192
7/12/2009,WECC,935126.752,2.9038391,2.2836914
7/13/2009,EAST,5551467.788,3.1917641,2.7501938
7/13/2009,ERCOT,709046.696,3.028825,2.4316192
7/13/2009,WECC,999148.505,3.0645599,2.2836914
7/14/2009,EAST,5539302.396,3.3072641,2.7501938
7/14/2009,ERCOT,707137.501,3.1187119,2.4316192
7/14/2009,WECC,1044650.352,3.1465721,2.2836914
7/15/2009,EAST,5743522.873,3.3959191,2.7501938
7/15/2009,ERCOT,709896.54,3.23208,2.4316192
7/15/2009,WECC,1062082.211,3.2822869,2.2836914
7/16/2009,EAST,5878639.647,3.27124,2.7501938
7/16/2009,ERCOT,724710.438,3.075309,2.4316192
7/16/2009,WECC,1080272.082,3.1310589,2.2836914
7/17/2009,EAST,5443737.489,3.401072,2.7501938
7/17/2009,ERCOT,695370.96,3.221957,2.4316192
7/17/2009,WECC,1092390.079,3.2672551,2.2836914
7/18/2009,EAST,4760888.561,3.401072,2.7501938
7/18/2009,ERCOT,640442.606,3.221957,2.4316192
7/18/2009,WECC,1059764.801,3.2672551,2.2836914
7/19/2009,EAST,4592754.546,3.401072,2.7501938
7/19/2009,ERCOT,618901.52,3.221957,2.4316192
7/19/2009,WECC,1072982.307,3.2672551,2.2836914
7/20/2009,EAST,5188746.299,3.5223601,2.7501938
7/20/2009,ERCOT,632627.727,3.329531,2.4316192
7/20/2009,WECC,1096326.522,3.4829521,2.2836914
7/21/2009,EAST,5330310.397,3.5190811,2.7501938
7/21/2009,ERCOT,664295.813,3.3026681,2.4316192
7/21/2009,WECC,1066907.036,3.4691191,2.2836914
7/22/2009,EAST,5449768.046,3.5417621,2.7501938
7/22/2009,ERCOT,661134.974,3.272408,2.4316192
7/22/2009,WECC,1089328.309,3.501976,2.2836914
7/23/2009,EAST,5566077.073,3.704308,2.7501938
7/23/2009,ERCOT,648650.174,3.510745,2.4316192
7/23/2009,WECC,1067178.881,3.6974521,2.2836914
7/24/2009,EAST,5558239.902,3.4486949,2.7501938
7/24/2009,ERCOT,649453.663,3.295131,2.4316192
7/24/2009,WECC,1037467.262,3.4235301,2.2836914
7/25/2009,EAST,5234231.306,3.4486949,2.7501938
7/25/2009,ERCOT,643972.46,3.295131,2.4316192
7/25/2009,WECC,1022581.899,3.4235301,2.2836914
7/26/2009,EAST,5236448.484,3.4486949,2.7501938
7/26/2009,ERCOT,643074.298,3.295131,2.4316192
7/26/2009,WECC,1051398.294,3.4235301,2.2836914
7/27/2009,EAST,5879015.375,3.5374379,2.7501938
7/27/2009,ERCOT,655332.144,3.3840289,2.4316192
7/27/2009,WECC,1129279.82,3.4885311,2.2836914
7/28/2009,EAST,5982852.773,3.5712891,2.7501938
7/28/2009,ERCOT,680169.995,3.408855,2.4316192
7/28/2009,WECC,1092499.293,3.4420381,2.2836914
7/29/2009,EAST,5847620.379,3.484329,2.7501938
7/29/2009,ERCOT,674645.752,3.348592,2.4316192
7/29/2009,WECC,1054945.586,3.3527009,2.2836914
7/30/2009,EAST,5790995.025,3.3828449,2.7501938
7/30/2009,ERCOT,655039.427,3.2629731,2.4316192
7/30/2009,WECC,1051184.159,3.2609251,2.2836914
7/31/2009,EAST,5628293.006,3.3182271,2.7501938
7/31/2009,ERCOT,647078.564,3.250123,2.4316192
7/31/2009,WECC,1019091.151,3.2409461,2.2836914
8/1/2009,EAST,5134562.221,3.3182271,2.6877091
8/1/2009,ERCOT,626464.309,3.250123,2.4226699
8/1/2009,WECC,1009585.371,3.2409461,1.9852408
8/2/2009,EAST,4993882.46,3.3182271,2.6877091
8/2/2009,ERCOT,639409.647,3.250123,2.4226699
8/2/2009,WECC,1014374.68,3.2409461,1.9852408
8/3/2009,EAST,5831081.795,3.4833701,2.6877091
8/3/2009,ERCOT,661839.085,3.3832591,2.4226699
8/3/2009,WECC,1069466.472,3.408211,1.9852408
8/4/2009,EAST,6065202.696,3.6372881,2.6877091
8/4/2009,ERCOT,679405.684,3.5180249,2.4226699
8/4/2009,WECC,1085089.74,3.5217149,1.9852408
8/5/2009,EAST,5921918.446,3.7329919,2.6877091
8/5/2009,ERCOT,688310.174,3.6318281,2.4226699
8/5/2009,WECC,1059253.207,3.6862149,1.9852408
8/6/2009,EAST,5655330.487,3.8479841,2.6877091
8/6/2009,ERCOT,699474.009,3.77479,2.4226699
8/6/2009,WECC,997367.521,3.781945,1.9852408
8/7/2009,EAST,5540502.95,3.631959,2.6877091
8/7/2009,ERCOT,674241.756,3.522609,2.4226699
8/7/2009,WECC,929854.077,3.582557,1.9852408
8/8/2009,EAST,5452058.858,3.631959,2.6877091
8/8/2009,ERCOT,632375.281,3.522609,2.4226699
8/8/2009,WECC,903527.348,3.582557,1.9852408
8/9/2009,EAST,5827303.904,3.631959,2.6877091
8/9/2009,ERCOT,634733.883,3.522609,2.4226699
8/9/2009,WECC,948819.768,3.582557,1.9852408
8/10/2009,EAST,6523197.097,3.6496511,2.6877091
8/10/2009,ERCOT,695032.856,3.51582,2.4226699
8/10/2009,WECC,1055758.74,3.5452361,1.9852408
8/11/2009,EAST,6423876.589,3.5634921,2.6877091
8/11/2009,ERCOT,688345.825,3.4694979,2.4226699
8/11/2009,WECC,1077959.785,3.4352651,1.9852408
8/12/2009,EAST,6004689.111,3.37818,2.6877091
8/12/2009,ERCOT,684629.582,3.2797451,2.4226699
8/12/2009,WECC,1086566.358,3.269465,1.9852408
8/13/2009,EAST,5857715.544,3.3584869,2.6877091
8/13/2009,ERCOT,676493.753,3.2438669,2.4226699
8/13/2009,WECC,1047554.337,3.2613561,1.9852408
8/14/2009,EAST,5849825.133,3.2374461,2.6877091
8/14/2009,ERCOT,662760.411,3.102854,2.4226699
8/14/2009,WECC,1028273.476,3.1661839,1.9852408
8/15/2009,EAST,5559985.917,3.2374461,2.6877091
8/15/2009,ERCOT,650769.88,3.102854,2.4226699
8/15/2009,WECC,989386.048,3.1661839,1.9852408
8/16/2009,EAST,5636767.897,3.2374461,2.6877091
8/16/2009,ERCOT,655744.477,3.102854,2.4226699
8/16/2009,WECC,994915.116,3.1661839,1.9852408
8/17/2009,EAST,6238417.061,3.2793419,2.6877091
8/17/2009,ERCOT,704110.655,3.069988,2.4226699
8/17/2009,WECC,1062678.183,3.1072199,1.9852408
8/18/2009,EAST,6177004.81,3.251349,2.6877091
8/18/2009,ERCOT,684792.259,3.066947,2.4226699
8/18/2009,WECC,1068445.137,3.0558929,1.9852408
8/19/2009,EAST,6189076.26,3.131635,2.6877091
8/19/2009,ERCOT,678038.289,2.9687469,2.4226699
8/19/2009,WECC,1066391.481,2.9730289,1.9852408
8/20/2009,EAST,6104375.2,3.1202469,2.6877091
8/20/2009,ERCOT,709814.876,2.9726341,2.4226699
8/20/2009,WECC,1069226.746,2.963989,1.9852408
8/21/2009,EAST,5819836.568,2.8534379,2.6877091
8/21/2009,ERCOT,686014.482,2.702162,2.4226699
8/21/2009,WECC,1069685.311,2.763689,1.9852408
8/22/2009,EAST,5017878.015,2.8534379,2.6877091
8/22/2009,ERCOT,640502.935,2.702162,2.4226699
8/22/2009,WECC,1018979.804,2.763689,1.9852408
8/23/2009,EAST,4792788.748,2.8534379,2.6877091
8/23/2009,ERCOT,641019.485,2.702162,2.4226699
8/23/2009,WECC,989451.492,2.763689,1.9852408
8/24/2009,EAST,5425781.668,2.839406,2.6877091
8/24/2009,ERCOT,672620.597,2.6393299,2.4226699
8/24/2009,WECC,1037729.841,2.6932981,1.9852408
8/25/2009,EAST,5695767.117,2.969835,2.6877091
8/25/2009,ERCOT,691584.451,2.8045461,2.4226699
8/25/2009,WECC,1043850.796,2.7947891,1.9852408
8/26/2009,EAST,5790682.902,2.8659899,2.6877091
8/26/2009,ERCOT,693323.251,2.708945,2.4226699
8/26/2009,WECC,1071317.543,2.7506549,1.9852408
8/27/2009,EAST,5586023.715,2.7757549,2.6877091
8/27/2009,ERCOT,667755.512,2.693604,2.4226699
8/27/2009,WECC,1120212.331,2.7747581,1.9852408
8/28/2009,EAST,5254686.816,2.502718,2.6877091
8/28/2009,ERCOT,644680.689,2.4660871,2.4226699
8/28/2009,WECC,1124925.404,2.6362779,1.9852408
8/29/2009,EAST,4763012.462,2.502718,2.6877091
8/29/2009,ERCOT,596795.639,2.4660871,2.4226699
8/29/2009,WECC,1099175.286,2.6362779,1.9852408
8/30/2009,EAST,4513320.175,2.502718,2.6877091
8/30/2009,ERCOT,578919.587,2.4660871,2.4226699
8/30/2009,WECC,1060031.976,2.6362779,1.9852408
8/31/2009,EAST,4715727.872,2.439018,2.6877091
8/31/2009,ERCOT,596925.617,2.38673,2.4226699
8/31/2009,WECC,1091438.863,2.657994,1.9852408
9/1/2009,EAST,4624631.027,2.3894241,2.7916238
9/1/2009,ERCOT,580183.233,2.3178661,2.4586179
9/1/2009,WECC,1113133.956,2.6184571,1.9255302
9/2/2009,EAST,4690025.344,2.2952199,2.7916238
9/2/2009,ERCOT,602362.223,2.2243531,2.4586179
9/2/2009,WECC,1131938.911,2.5654039,1.9255302
9/3/2009,EAST,4805767.148,2.119163,2.7916238
9/3/2009,ERCOT,630216.325,2.065078,2.4586179
9/3/2009,WECC,1116406.393,2.441622,1.9255302
9/4/2009,EAST,4808219.535,1.9382859,2.7916238
9/4/2009,ERCOT,577262.102,1.8824379,2.4586179
9/4/2009,WECC,1075189.351,2.2694671,1.9255302
9/5/2009,EAST,4404403.686,1.9382859,2.7916238
9/5/2009,ERCOT,549890.186,1.8824379,2.4586179
9/5/2009,WECC,978486.309,2.2694671,1.9255302
9/6/2009,EAST,4222979.157,1.9382859,2.7916238
9/6/2009,ERCOT,571980.861,1.8824379,2.4586179
9/6/2009,WECC,914465.944,2.2694671,1.9255302
9/7/2009,EAST,4346634.185,1.9382859,2.7916238
9/7/2009,ERCOT,598773.019,1.8824379,2.4586179
9/7/2009,WECC,911928.772,2.2694671,1.9255302
9/8/2009,EAST,4962062.465,2.560133,2.7916238
9/8/2009,ERCOT,621965.523,2.461597,2.4586179
9/8/2009,WECC,1007673.099,2.746165,1.9255302
9/9/2009,EAST,5066879.007,2.8256619,2.7916238
9/9/2009,ERCOT,613078.92,2.7041759,2.4586179
9/9/2009,WECC,1054040.634,2.9905119,1.9255302
9/10/2009,EAST,4977067.106,2.7785289,2.7916238
9/10/2009,ERCOT,604696.26,2.6846459,2.4586179
9/10/2009,WECC,1078707.278,2.95771,1.9255302
9/11/2009,EAST,4854230.155,2.989938,2.7916238
9/11/2009,ERCOT,565835.931,2.9416969,2.4586179
9/11/2009,WECC,1076024.038,3.1798539,1.9255302
9/12/2009,EAST,4502671.495,2.989938,2.7916238
9/12/2009,ERCOT,508569.818,2.9416969,2.4586179
9/12/2009,WECC,983108.254,3.1798539,1.9255302
9/13/2009,EAST,4461027.689,2.989938,2.7916238
9/13/2009,ERCOT,485154.681,2.9416969,2.4586179
9/13/2009,WECC,934674.457,3.1798539,1.9255302
9/14/2009,EAST,5091261.448,2.9466369,2.7916238
9/14/2009,ERCOT,528537.112,2.837724,2.4586179
9/14/2009,WECC,963143.969,3.0925901,1.9255302
9/15/2009,EAST,5259365.795,3.3258309,2.7916238
9/15/2009,ERCOT,534525.755,3.2133181,2.4586179
9/15/2009,WECC,976505.383,3.5670159,1.9255302
9/16/2009,EAST,5103297.059,3.386893,2.7916238
9/16/2009,ERCOT,532358.852,3.2663381,2.4586179
9/16/2009,WECC,998447.049,3.6577339,1.9255302
9/17/2009,EAST,4937807.809,3.5254519,2.7916238
9/17/2009,ERCOT,529212.89,3.4567571,2.4586179
9/17/2009,WECC,1008638.526,3.8212991,1.9255302
9/18/2009,EAST,4894321.58,3.2399349,2.7916238
9/18/2009,ERCOT,553332.172,3.192343,2.4586179
9/18/2009,WECC,1031045.252,3.5371821,1.9255302
9/19/2009,EAST,4465516.134,3.2399349,2.7916238
9/19/2009,ERCOT,548607.502,3.192343,2.4586179
9/19/2009,WECC,969511.568,3.5371821,1.9255302
9/20/2009,EAST,4366942.763,3.2399349,2.7916238
9/20/2009,ERCOT,538880.058,3.192343,2.4586179
9/20/2009,WECC,954487.549,3.5371821,1.9255302
9/21/2009,EAST,5046660.069,3.3884871,2.7916238
9/21/2009,ERCOT,615190.688,3.2986989,2.4586179
9/21/2009,WECC,1004513.646,3.701858,1.9255302
9/22/2009,EAST,5160197.635,3.4440949,2.7916238
9/22/2009,ERCOT,514132.765,3.3335769,2.4586179
9/22/2009,WECC,1010501.421,3.6449759,1.9255302
9/23/2009,EAST,5290092.612,3.54404,2.7916238
9/23/2009,ERCOT,495052.691,3.3709769,2.4586179
9/23/2009,WECC,1007967.638,3.656184,1.9255302
9/24/2009,EAST,5331343.288,3.601877,2.7916238
9/24/2009,ERCOT,496338.67,3.4987719,2.4586179
9/24/2009,WECC,1018255.768,3.7296181,1.9255302
9/25/2009,EAST,5023690.515,3.6033521,2.7916238
9/25/2009,ERCOT,526615.678,3.5305979,2.4586179
9/25/2009,WECC,1017646.241,3.712667,1.9255302
9/26/2009,EAST,4448328.593,3.6033521,2.7916238
9/26/2009,ERCOT,552392.181,3.5305979,2.4586179
9/26/2009,WECC,965718.949,3.712667,1.9255302
9/27/2009,EAST,4258643.823,3.6033521,2.7916238
9/27/2009,ERCOT,579517.038,3.5305979,2.4586179
9/27/2009,WECC,973812.583,3.712667,1.9255302
9/28/2009,EAST,4613862.508,3.5812359,2.7916238
9/28/2009,ERCOT,566793.985,3.514317,2.4586179
9/28/2009,WECC,996664.317,3.7950709,1.9255302
9/29/2009,EAST,4522084.213,3.347384,2.7916238
9/29/2009,ERCOT,504044.089,3.279717,2.4586179
9/29/2009,WECC,970387.485,3.629463,1.9255302
9/30/2009,EAST,4411632.876,3.269067,2.7916238
9/30/2009,ERCOT,511151.755,3.187288,2.4586179
9/30/2009,WECC,932565.728,3.6064179,1.9255302
10/1/2009,EAST,4430239.238,2.9456639,2.5796065
10/1/2009,ERCOT,575645.192,2.8596389,2.4413302
10/1/2009,WECC,906219.714,3.3389349,2.0207672
10/2/2009,EAST,4349536.358,2.364243,2.5796065
10/2/2009,ERCOT,517352.244,2.2570169,2.4413302
10/2/2009,WECC,897311.452,2.617373,2.0207672
10/3/2009,EAST,4002459.601,2.364243,2.5796065
10/3/2009,ERCOT,447312.299,2.2570169,2.4413302
10/3/2009,WECC,894263.005,2.617373,2.0207672
10/4/2009,EAST,3849659.627,2.364243,2.5796065
10/4/2009,ERCOT,500244.316,2.2570169,2.4413302
10/4/2009,WECC,878084.544,2.617373,2.0207672
10/5/2009,EAST,4299784.176,2.97651,2.5796065
10/5/2009,ERCOT,526960.857,2.825778,2.4413302
10/5/2009,WECC,926380.106,3.2366109,2.0207672
10/6/2009,EAST,4390043.679,3.41085,2.5796065
10/6/2009,ERCOT,573451.574,3.2314911,2.4413302
10/6/2009,WECC,937601.79,3.617188,2.0207672
10/7/2009,EAST,4509204.058,3.9245291,2.5796065
10/7/2009,ERCOT,592453.402,3.714654,2.4413302
10/7/2009,WECC,912004.338,4.113616,2.0207672
10/8/2009,EAST,4598693.672,4.4090219,2.5796065
10/8/2009,ERCOT,630462.874,4.1954718,2.4413302
10/8/2009,WECC,926265.487,4.576714,2.0207672
10/9/2009,EAST,4669003.805,4.0350981,2.5796065
10/9/2009,ERCOT,547335.151,3.8292329,2.4413302
10/9/2009,WECC,922365.047,4.1937399,2.0207672
10/10/2009,EAST,4273612.621,4.0350981,2.5796065
10/10/2009,ERCOT,479307.15,3.8292329,2.4413302
10/10/2009,WECC,906950.473,4.1937399,2.0207672
10/11/2009,EAST,4138612.714,4.0350981,2.5796065
10/11/2009,ERCOT,476917.783,3.8292329,2.4413302
10/11/2009,WECC,906927.144,4.1937399,2.0207672
10/12/2009,EAST,4619163.984,4.155829,2.5796065
10/12/2009,ERCOT,540429.699,3.8564241,2.4413302
10/12/2009,WECC,956575.255,4.3712149,2.0207672
10/13/2009,EAST,4658819.982,4.3082929,2.5796065
10/13/2009,ERCOT,545695.716,3.938858,2.4413302
10/13/2009,WECC,968571.328,4.4720039,2.0207672
10/14/2009,EAST,4750475.019,4.2100358,2.5796065
10/14/2009,ERCOT,593548.81,3.786787,2.4413302
10/14/2009,WECC,959256.771,4.3795152,2.0207672
10/15/2009,EAST,4820692.044,4.3045349,2.5796065
10/15/2009,ERCOT,597979.199,3.86589,2.4413302
10/15/2009,WECC,989030.097,4.4268818,2.0207672
10/16/2009,EAST,4687910.601,4.3083429,2.5796065
10/16/2009,ERCOT,506462.307,3.7641201,2.4413302
10/16/2009,WECC,1000134.622,4.4404912,2.0207672
10/17/2009,EAST,4324881.097,4.3083429,2.5796065
10/17/2009,ERCOT,475434.411,3.7641201,2.4413302
10/17/2009,WECC,948742.663,4.4404912,2.0207672
10/18/2009,EAST,4142772.542,4.3083429,2.5796065
10/18/2009,ERCOT,420095.537,3.7641201,2.4413302
10/18/2009,WECC,922926.776,4.4404912,2.0207672
10/19/2009,EAST,4581358.414,4.4842839,2.5796065
10/19/2009,ERCOT,459911.694,4.1434898,2.4413302
10/19/2009,WECC,962919.439,4.6565661,2.0207672
10/20/2009,EAST,4604728.655,4.8382521,2.5796065
10/20/2009,ERCOT,485100.617,4.580843,2.4413302
10/20/2009,WECC,942389.249,4.9969192,2.0207672
10/21/2009,EAST,4618690.424,5.0354762,2.5796065
10/21/2009,ERCOT,526929.014,4.8046799,2.4413302
10/21/2009,WECC,952210.988,5.2175741,2.0207672
10/22/2009,EAST,4574607.532,5.164948,2.5796065
10/22/2009,ERCOT,499806.95,4.9735012,2.4413302
10/22/2009,WECC,935196.252,5.2847691,2.0207672
10/23/2009,EAST,4543810.812,5.0037928,2.5796065
10/23/2009,ERCOT,506565.156,4.8489141,2.4413302
10/23/2009,WECC,906481.902,5.1193562,2.0207672
10/24/2009,EAST,4286431.208,5.0037928,2.5796065
10/24/2009,ERCOT,455406.076,4.8489141,2.4413302
10/24/2009,WECC,836027.76,5.1193562,2.0207672
10/25/2009,EAST,4157435.095,5.0037928,2.5796065
10/25/2009,ERCOT,465618.186,4.8489141,2.4413302
10/25/2009,WECC,858617.45,5.1193562,2.0207672
10/26/2009,EAST,4612857.761,4.6288118,2.5796065
10/26/2009,ERCOT,491100.801,4.4544339,2.4413302
10/26/2009,WECC,916383.154,4.7655191,2.0207672
10/27/2009,EAST,4627806.473,4.6937518,2.5796065
10/27/2009,ERCOT,486535.914,4.4485779,2.4413302
10/27/2009,WECC,901144.148,4.8856282,2.0207672
10/28/2009,EAST,4650952.186,4.7170029,2.5796065
10/28/2009,ERCOT,480617.5,4.5386238,2.4413302
10/28/2009,WECC,906683.685,4.9671879,2.0207672
10/29/2009,EAST,4650988.085,4.2435231,2.5796065
10/29/2009,ERCOT,536344.813,4.0639009,2.4413302
10/29/2009,WECC,927213.665,4.5768671,2.0207672
10/30/2009,EAST,4451296.177,4.3016992,2.5796065
10/30/2009,ERCOT,507699.567,4.0751672,2.4413302
10/30/2009,WECC,921948.3,4.5016279,2.0207672
10/31/2009,EAST,4145003.081,4.3016992,2.5796065
10/31/2009,ERCOT,485454.325,4.0751672,2.4413302
10/31/2009,WECC,880331.714,4.5016279,2.0207672
11/1/2009,EAST,4129548.529,4.3016992,2.6220422
11/1/2009,ERCOT,458574.42,4.0751672,2.4828413
11/1/2009,WECC,885152.674,4.5016279,1.9904855
11/2/2009,EAST,4589963.581,4.4944339,2.6220422
11/2/2009,ERCOT,495778.077,4.3032541,2.4828413
11/2/2009,WECC,942795.134,4.5228992,1.9904855
11/3/2009,EAST,4674490.836,4.4995141,2.6220422
11/3/2009,ERCOT,502463.184,4.2815599,2.4828413
11/3/2009,WECC,948305.393,4.4430132,1.9904855
11/4/2009,EAST,4769523.939,4.645483,2.6220422
11/4/2009,ERCOT,476282.643,4.4267631,2.4828413
11/4/2009,WECC,982464.571,4.6340289,1.9904855
11/5/2009,EAST,4726736.341,4.4217968,2.6220422
11/5/2009,ERCOT,484068.177,4.2178631,2.4828413
11/5/2009,WECC,986279.01,4.3469672,1.9904855
11/6/2009,EAST,4620112.231,3.985301,2.6220422
11/6/2009,ERCOT,462042.338,3.8807149,2.4828413
11/6/2009,WECC,932894.446,3.8963871,1.9904855
11/7/2009,EAST,4299084.662,3.985301,2.6220422
11/7/2009,ERCOT,445361.89,3.8807149,2.4828413
11/7/2009,WECC,904134.433,3.8963871,1.9904855
11/8/2009,EAST,4133492.527,3.985301,2.6220422
11/8/2009,ERCOT,455405.799,3.8807149,2.4828413
11/8/2009,WECC,895451.081,3.8963871,1.9904855
11/9/2009,EAST,4573366.467,3.8072989,2.6220422
11/9/2009,ERCOT,517678.384,3.6506341,2.4828413
11/9/2009,WECC,970479.124,3.812578,1.9904855
11/10/2009,EAST,4601064.74,3.77022,2.6220422
11/10/2009,ERCOT,530393.051,3.6174181,2.4828413
11/10/2009,WECC,975797.71,3.790031,1.9904855
11/11/2009,EAST,4608755.065,3.648489,2.6220422
11/11/2009,ERCOT,511608.207,3.487653,2.4828413
11/11/2009,WECC,973274.015,3.747473,1.9904855
11/12/2009,EAST,4583427.818,3.2736599,2.6220422
11/12/2009,ERCOT,467528.615,3.150403,2.4828413
11/12/2009,WECC,970663.522,3.5464499,1.9904855
11/13/2009,EAST,4431620.761,2.4283631,2.6220422
11/13/2009,ERCOT,460138.441,2.43309,2.4828413
11/13/2009,WECC,938363.649,2.7826271,1.9904855
11/14/2009,EAST,4017061.116,2.4283631,2.6220422
11/14/2009,ERCOT,440346.693,2.43309,2.4828413
11/14/2009,WECC,916547.04,2.7826271,1.9904855
11/15/2009,EAST,3895780.148,2.4283631,2.6220422
11/15/2009,ERCOT,449425.844,2.43309,2.4828413
11/15/2009,WECC,917256.312,2.7826271,1.9904855
11/16/2009,EAST,4348332.177,2.862077,2.6220422
11/16/2009,ERCOT,451293.381,2.623311,2.4828413
11/16/2009,WECC,929313.943,3.094851,1.9904855
11/17/2009,EAST,4523835.067,3.7601449,2.6220422
11/17/2009,ERCOT,494288.372,3.523819,2.4828413
11/17/2009,WECC,917962.836,4.003643,1.9904855
11/18/2009,EAST,4622049.083,3.937891,2.6220422
11/18/2009,ERCOT,467351.225,3.7503841,2.4828413
11/18/2009,WECC,903429.081,4.1612992,1.9904855
11/19/2009,EAST,4665116.168,3.644851,2.6220422
11/19/2009,ERCOT,455751.579,3.5305741,2.4828413
11/19/2009,WECC,889202.938,3.850455,1.9904855
11/20/2009,EAST,4527104.707,3.1377671,2.6220422
11/20/2009,ERCOT,449305.459,3.0154381,2.4828413
11/20/2009,WECC,878681.584,3.3317001,1.9904855
11/21/2009,EAST,4204160.042,3.1377671,2.6220422
11/21/2009,ERCOT,448565.35,3.0154381,2.4828413
11/21/2009,WECC,842699.422,3.3317001,1.9904855
11/22/2009,EAST,4210316.835,3.1377671,2.6220422
11/22/2009,ERCOT,421148.382,3.0154381,2.4828413
11/22/2009,WECC,869565.403,3.3317001,1.9904855
11/23/2009,EAST,4616534.129,3.9544251,2.6220422
11/23/2009,ERCOT,451150.906,3.746758,2.4828413
11/23/2009,WECC,935244.616,4.1486082,1.9904855
11/24/2009,EAST,4588072.814,3.7216761,2.6220422
11/24/2009,ERCOT,437611.796,3.537904,2.4828413
11/24/2009,WECC,918415.553,3.988534,1.9904855
11/25/2009,EAST,4498036.578,3.5364201,2.6220422
11/25/2009,ERCOT,485100.839,3.3522229,2.4828413
11/25/2009,WECC,923229.569,3.700968,1.9904855
11/26/2009,EAST,4014948.515,3.5364201,2.6220422
11/26/2009,ERCOT,452742.174,3.3522229,2.4828413
11/26/2009,WECC,867312.027,3.700968,1.9904855
11/27/2009,EAST,4264903.228,3.5364201,2.6220422
11/27/2009,ERCOT,409258.594,3.3522229,2.4828413
11/27/2009,WECC,852698.07,3.700968,1.9904855
11/28/2009,EAST,4230459.956,3.5364201,2.6220422
11/28/2009,ERCOT,391470.332,3.3522229,2.4828413
11/28/2009,WECC,838551.087,3.700968,1.9904855
11/29/2009,EAST,4128310.067,3.5364201,2.6220422
11/29/2009,ERCOT,391087.653,3.3522229,2.4828413
11/29/2009,WECC,867881.726,3.700968,1.9904855
11/30/2009,EAST,4677151.607,4.5667171,2.6220422
11/30/2009,ERCOT,489992.716,4.3856168,2.4828413
11/30/2009,WECC,918848.236,4.8566251,1.9904855
12/1/2009,EAST,4922837.9,4.535522,2.6082132
12/1/2009,ERCOT,526848.462,4.3437972,2.4781568
12/1/2009,WECC,934415.95,4.785171,2.0353312
12/2/2009,EAST,4946579.225,4.8751192,2.6082132
12/2/2009,ERCOT,528441.583,4.6622572,2.4781568
12/2/2009,WECC,970152.43,5.1215768,2.0353312
12/3/2009,EAST,4969805.718,4.680398,2.6082132
12/3/2009,ERCOT,546690.709,4.509223,2.4781568
12/3/2009,WECC,994992.723,4.9048371,2.0353312
12/4/2009,EAST,5171437.448,4.7300568,2.6082132
12/4/2009,ERCOT,586072.898,4.4978638,2.4781568
12/4/2009,WECC,1001322.002,4.9074359,2.0353312
12/5/2009,EAST,5019763.732,4.7300568,2.6082132
12/5/2009,ERCOT,546739.407,4.4978638,2.4781568
12/5/2009,WECC,959127.288,4.9074359,2.0353312
12/6/2009,EAST,5084670.64,4.7300568,2.6082132
12/6/2009,ERCOT,501956.74,4.4978638,2.4781568
12/6/2009,WECC,962167.039,4.9074359,2.0353312
12/7/2009,EAST,5372070.418,5.051115,2.6082132
12/7/2009,ERCOT,512841.863,4.7645679,2.4781568
12/7/2009,WECC,1036884.646,5.26088,2.0353312
12/8/2009,EAST,5262402.512,5.3411231,2.6082132
